鄉(鎮市)別,寺廟名稱,主祀神佛像,教別,組織型態,寺廟地址,負責人姓名,登記證字號,電話,備註
中埔鄉,福正忠太子宮,中壇元帥,道,管理委員會制,中埔鄉富收村5鄰頂中下街68附7號,賴嘉吉,嘉縣寺登補字第0024號,(05)2391590,
中埔鄉,泗洲佛祖寺,泗洲文佛,佛,管理委員會制,中埔鄉灣潭村16鄰客庄15附1號,方德洲,嘉縣寺登補字第0025號,(05)2532201,
中埔鄉,瑤池宮,金母娘娘,道,管理人制,中埔鄉中崙村7鄰(中崙段167之2號),陳泓仁,嘉縣寺登補字第0027號,(05)2534791,
中埔鄉,靈光禪寺,地藏王菩薩,一貫道,管理委員會制,中埔鄉隆興村14鄰下厝仔27之6號,莊慶松,嘉縣寺登補字第0028號,(05)2530923,
中埔鄉,福安宮,福德正神,道,管理人制,中埔鄉中埔村10鄰(中埔段79之8號),劉茂是,嘉縣寺登補字第0029號,(05)2538063,
中埔鄉,保安宮,池王爺,道,管理委員會制,中埔鄉和睦村1鄰司公�B3附5號,郭明彰,嘉縣寺登補字第0030號,(05)2392025,
中埔鄉,義靈宮,關聖帝君,道,管理委員會制,中埔鄉社口村15鄰(社口段618號),李乾盛,嘉縣寺登補字第0032號,(05)2539279,
中埔鄉,義安宮,池府千歲,道,管理委員會制,中埔鄉義仁村中正路730號,陳樹杉,嘉縣寺登補字第0082號,(05)2534286,
中埔鄉,福安宮,福德正神,道,管理人制,中埔鄉中埔村6鄰(在6鄰20之1號之東),林文博,嘉縣寺登補字第0111號,(05)2534141,
中埔鄉,嘉義縣中埔鄉聖濟宮,濟公活佛,道,管理人制,中埔鄉鹽館村11鄰下庄仔19號,吳金城,嘉縣寺登補字第0133號,(05)2536513,暫時管理人
中埔鄉,嘉義縣中埔鄉聖岳堂,天上聖母,道,管理人制,中埔鄉社口村25鄰社口15號之1,林德三,嘉縣寺登補字第0141號,(05)2536303,
中埔鄉,嘉義縣中埔鄉三賢宮,三山國王,道,管理人制,中埔鄉復收村興化23鄰60之2號,陳月滿,嘉縣寺登補字第0148號,(05)2397953,
中埔鄉,靜慮寺,釋迦牟尼佛,佛,管理人制,中埔鄉澐水村9鄰頭崎7之5號,釋常滿,嘉縣寺登補字第0173號,(05)2538122,
中埔鄉,西林寺,釋迦牟尼佛,佛,管理人制,中埔鄉中埔村坪頂1鄰9號,陳文盛,嘉縣寺登補字第0188號,(05)2309111,
中埔鄉,龍門福興宮,福德正神,道,管理人制,中埔鄉龍門村9鄰,張謙勝,嘉縣寺登補字第0189號,,
中埔鄉,慈聖宮,觀音佛祖,道,管理委員會制,中埔鄉同仁村6鄰63之1號,陳賀祥,嘉縣寺登補字第0193號,(05)2536469,
中埔鄉,慈安宮,觀音佛祖,道,管理委員會制,中埔鄉同仁村18鄰20之1號,陳木聖,嘉縣寺登補字第0194號,(05)2532005,
中埔鄉,將軍府,刑府千歲,道,管理人制,中埔鄉富收村4鄰頂中下街61號,李天來,嘉縣寺登補字第0195號,(05)2240361,
中埔鄉,光正萬教殿,玉皇大王尊,道,管理人制,中埔鄉社口村15鄰十塊厝15之2號,林教慧,嘉縣寺登補字第0204號,(05)2535649,
中埔鄉,山西夫子天文宮,文衡聖帝,道,管理人制,中埔鄉和美村29鄰中山新?476之1號,黃議鋒,嘉縣寺登補字第0207號,(05)2284037,
中埔鄉,天安宮,盤古聖帝,道,管理委員會制,中埔鄉和美村13鄰後庄28之36號,嚴添福,嘉縣寺登補字第0208號,(05)2395995,
中埔鄉,福仙宮,水仙尊王,道,管理委員會制,中埔鄉鹽館段232之7號,方寬銘,嘉縣寺登補字第0209號,(05)2530786,
中埔鄉,福德宮,福德正神,道,管理人制,中埔鄉石頭厝段188之7地號,朱湘江,嘉縣寺登補字第0219號,(05)2530295,
中埔鄉,玄帝宮,玄天上帝,道,管理委員會制,中埔鄉隆興村下厝仔2號,張國通,嘉縣寺登補字第0229號,(05)2535521,
中埔鄉,長安宮,玄天上帝,道,管理委員會制,中埔鄉義仁村安家厝7之1號,李招欽,嘉縣寺登補字第0230號,(05)2535521,
中埔鄉,佛潭山慧林禪寺,觀世音菩薩,佛,管理人制,中埔鄉鹽館村鹽館段1之3號,賴秋霖,嘉縣寺登補字第0242號,(05)3715453,
中埔鄉,楓帝宮,玄天上帝楓樹尊王,道,管理委員會制,中埔鄉裕民村石頭厝段53之20號,邱仁志,嘉縣寺登補字第0246號,(05)2534291,
中埔鄉,法雨道場,釋迦牟尼佛,佛,管理人制,中埔鄉同仁村21鄰柚子宅50之6號,蔡炳仁,嘉縣寺登補字第0255號,(05)2789254,
竹崎鄉,真武廟,玄天上帝,道,管理委員會制,竹崎鄉和平村5鄰坑仔坪139號,葉豐銘,嘉縣寺登字第0365號,(05)2612042,
竹崎鄉,鎮安岩,觀音佛祖,佛,管理委員會制,竹崎鄉和平村12鄰27之3號,朱年豐,嘉縣寺登字第0366號,(05)2611906,
竹崎鄉,晨興廟,上帝爺,道,管理人制,竹崎鄉和平村16鄰盧厝挖18之1號,盧萬祿,嘉縣寺登字第0367號,(05)2612630,
竹崎鄉,保安宮,保生上帝,道,管理委員會制,竹崎鄉師埜村8鄰許厝8之1號,林永諧,嘉縣寺登字第0368號,(05)2110930,
竹崎鄉,真武宮,玄天上帝,道,管理委員會制,竹崎鄉沙坑村8鄰水坑61號,邱勝賢,嘉縣寺登字第0369號,(05)2615776,
竹崎鄉,安世宮,開台聖王,道,管理委員會制,竹崎鄉義和村2鄰26號,鄭大川,嘉縣寺登字第0370號,(05)2110192,
竹崎鄉,慈保宮,保生大帝,道,管理委員會制,竹崎鄉義仁村10鄰番仔潭5之1號,陳欽泉,嘉縣寺登字第0371號,(05)2110971,
竹崎鄉,德源禪寺,釋迦牟尼佛,佛,管理人制,竹崎鄉義仁村3鄰下寮仔41號,龔智仁,嘉縣寺登字第0372號,(05)2110767,
竹崎鄉,慶雲宮,康趙元帥,道,管理人制,竹崎鄉文峰村4鄰檨仔寮14之2號,陳招松,嘉縣寺登字第0373號,,
竹崎鄉,灣橋北極殿,玄天上帝,道,管理委員會制,竹崎鄉灣橋村20鄰灣橋266號,翁文振,嘉縣寺登字第0374號,(05)2793111,
竹崎鄉,興宮寺,觀音佛祖,道,管理委員會制,竹崎鄉灣橋村朴子埔32之1號,林印筒,嘉縣寺登字第0375號,(05)2790392,
竹崎鄉,福興宮,福德正神,道,管理人制,竹崎鄉鹿滿村14鄰,林永富,嘉縣寺登字第0376號,,
竹崎鄉,東嶽殿,地藏王菩薩,佛,管理人制,竹崎鄉龍山村6鄰頂崎腳1之1號,蔡安生,嘉縣寺登字第0377號,,
竹崎鄉,龍山岩,觀世音菩薩,佛,管理人制,竹崎鄉龍山村16鄰過坑17號,許日新,嘉縣寺登字第0378號,(05)2614798,
竹崎鄉,碧山岩,觀音佛祖,道,管理委員會制,竹崎鄉紫雲村16鄰菜堂9之5號,楊淑文,嘉縣寺登字第0379號,(05)2616016,
竹崎鄉,昇平山,觀音佛祖,佛,管理人制,竹崎鄉昇平村16鄰昇平51號,黃文華,嘉縣寺登字第0380號,(05)2541222,暫時管理人
竹崎鄉,青岩宮,池王爺,道,管理委員會制,竹崎鄉內埔村5鄰中興路13號,江慶源,嘉縣寺登字第0381號,,
竹崎鄉,香光寺,觀世音菩薩,佛,管理人住持制,竹崎鄉內埔村17鄰溪州49號之1,陳麗雪,嘉縣寺登字第0382號,(05)2541267,
竹崎鄉,塘下寮武當山廟,玄天上帝,道,管理委員會制,竹崎鄉塘興村塘下寮14之1號,劉邦興,嘉縣寺登字第0383號,(05)2540311,
竹崎鄉,振興宮,關帝君,道,管理人制,竹崎鄉塘興村13鄰無底潭,林鐘溶,嘉縣寺登字第0384號,,暫時管理人
竹崎鄉,復金真武廟,玄天上帝,道,管理委員會制,竹崎鄉復金村11鄰復�W金59號,李永富,嘉縣寺登字第0385號,(05)2614508,
竹崎鄉,光祿廟,伏魔公,道,管理委員會制,竹崎鄉復金村16鄰湖底10之1號,鍾茂宏,嘉縣寺登字第0386號,(05)2613301,
竹崎鄉,真武廟,玄天上帝,道,管理委員會制,竹崎鄉緞繻村9鄰阿拔泉22之1號,張世明,嘉縣寺登字第0387號　　　,,
竹崎鄉,真武廟,玄天上帝,道,管理人制,竹崎鄉緞繻村16鄰科底,李得枝,嘉縣寺登字第0388號　　　,,暫時管理人
竹崎鄉,奉天岩,觀音佛祖,佛,管理委員會制,竹崎鄉緞繻村4鄰紅南坑20號,蕭初雄,嘉縣寺登字第0389號,(05)2630392,
竹崎鄉,南善寺,觀音菩薩,佛,管理人制,竹崎鄉灣橋村26鄰埤堂63號,劉淑賢,嘉縣寺登字第0390號,(05)2790720,
竹崎鄉,廣福宮,玄天上帝,道,管理委員會制,竹崎鄉金獅村11鄰金獅寮32號,陳敬釜,嘉縣寺登字第0391號,(05)2566491,
竹崎鄉,竹崎慈惠堂,王母娘娘,道,管理人制,竹崎鄉復金村5鄰水底寮2之1號,翁銘勝,嘉縣寺登字第0392號,(05)2613361,
竹崎鄉,天奉宮,天上聖母,道,管理委員會制,竹崎鄉鹿滿村12鄰鹿鳴路32號,洪敦博,嘉縣寺登字第0393號,,
竹崎鄉,福興宮,福德正神,道,管理委員會制,竹崎鄉灣橋村28鄰崎腳171之1號,陳盈通,嘉縣寺登字第0394號,,
竹崎鄉,三水宮,順天聖母,道,管理人制,竹崎鄉義仁村9鄰坪頂36之1號,蔡慶堂,嘉縣寺登字第0395號　　　,(05)2110311,
竹崎鄉,興洲宮,莆府千歲,道,管理委員會制,竹崎鄉內埔村15鄰溪洲路27號,林慶源,嘉縣寺登字第0396號　　　,(05)2542467,
竹崎鄉,保安宮,福德正神,道,管理人制,竹崎鄉中和村永和,林金殿,嘉縣寺登補字第0010號,,
竹崎鄉,坑仔坪福興宮,福德正神,道,管理委員會制,竹崎鄉和平村6鄰坑仔坪79之1號,何正雄,嘉縣寺登補字第0011號,,
竹崎鄉,石棹吳鳳廟,吳鳳公,道,管理委員會制,竹崎鄉中和村19鄰石棹7之1號,張逸錦,嘉縣寺登補字第0012號,(05)2562505,
竹崎鄉,拱隆宮,福德正神,道,管理委員會制,竹崎鄉竹崎村3鄰中山路53之1號,陳厚全,嘉縣寺登補字第0066號,,
竹崎鄉,玄龍寺,釋迦牟尼佛,佛,管理人制,竹崎鄉灣橋村23鄰灣橋340巷210號,洪慶福,嘉縣寺登補字第0067號,(05)2790295,
竹崎鄉,壽德宮,公王,道,管理人制,竹崎鄉仁壽村3鄰交力坪,劉通箱,嘉縣寺登補字第0068號,,
竹崎鄉,大天宮,神農聖帝,道,管理人制,竹崎鄉獅埜村14鄰獅仔頭段91號,鄭日樹,嘉縣寺登補字第0069號,,
竹崎鄉,凌雲岩,觀音佛祖,佛,管理委員會制,竹崎鄉文峰村樟樹坪段267號,王鴻慶,嘉縣寺登補字第0071號,(05)2566580,
竹崎鄉,埔岩宮,池府千歲,道,管理委員會制,竹崎鄉昇平村6鄰頂埔96號,劉月旺,嘉縣寺登補字第0122號,(05)2541990,
竹崎鄉,三福宮,福德正神,道,管理人制,竹崎鄉竹崎村26鄰中華路180巷11附2號,陳吉同,嘉縣寺登補字第0153號,(05)2300839,
竹崎鄉,准提寺,准提菩薩,佛,管理人制,竹崎鄉義隆村大坪頂3之3號,林春年,嘉縣寺登補字第0157號,(05)2611773,
竹崎鄉,慈安宮,觀音佛祖,道,管理委員會制,竹崎鄉光華村5鄰柑仔宅23之1號,劉家材,嘉縣寺登補字第0158號,(05)2562441,
竹崎鄉,進福宮,福德正神,道,管理人制,竹崎鄉竹崎村民生村酒店(和平段1375地號),江正松,嘉縣寺登補字第0160號,,
竹崎鄉,麻箕埔三山國王廟,三山國王,道,管理委員會制,竹崎鄉鹿滿村麻箕埔62之1號,張貴忠,嘉縣寺登補字第0161號,(05)2617079,
竹崎鄉,聖安宮,五顯大帝,道,管理人制,竹崎鄉塘興村賴厝5鄰(樟樹坪段364號),,嘉縣寺登補字第0162號,(05)2541601,尚未完成改選
竹崎鄉,妙光寺,釋迦牟尼佛,佛,管理人制,竹崎鄉緞繻村外埔11之1號,周稚,嘉縣寺登補字第0165號,(05)2630136,
竹崎鄉,佛寶寺,正法明如來,佛,管理人制,竹崎鄉白杞村12鄰樟樹坪100號,林上富,嘉縣寺登補字第0167號,(05)2541467,
竹崎鄉,太子山慈雲寺,觀音佛祖,道,管理委員會制,竹崎鄉塘興村9鄰頂坪2號之1,林宏漳,嘉縣寺登補字第0180號,(05)2542559,
竹崎鄉,慈山岩皇德宮寺,三清道祖,道,管理人制,竹崎鄉昇平村9鄰頂埔109號之1,林佳倩,嘉縣寺登補字第0183號,(05)2543100,
竹崎鄉,三寶山靈嚴禪寺,釋迦牟尼佛,佛,執事會制,竹崎鄉桃源村13鄰147號,鄭榮昌,嘉縣寺登補字第0190號,(05)2542781,
竹崎鄉,慈雲淨苑,西方三聖,佛,管理人制,竹崎鄉光華村1鄰頂笨仔3之2號,蔡宗桓,嘉縣寺登補字第0243號,(07)3535277,
竹崎鄉,嘉義世明慈惠堂,西王金母,道,管理委員會制,竹崎鄉灣橋村26鄰埤堂23巷51之6號,蔡金鍊,嘉縣寺登補字第0253號,(05)2791442,
竹崎鄉,山知崙奉天宮,媽祖,道,管理人制,竹崎鄉義隆村4鄰山知崙27之9號,劉寶助,嘉縣寺登補字第0256號,(05)2612867,
竹崎鄉,奮起湖保安宮,福德正神,道,管理委員會制,竹崎鄉中和村8鄰奮起湖89之1號,張文寶,嘉縣寺登補字第0260號,(05)2561095,
竹崎鄉,五王宮,五府千歲,道,管理人制,竹崎鄉中和村奮起湖126號,王明源,嘉縣寺登補字第0264號,(05)2758035,
梅山鄉,禪林寺,釋迦佛祖,佛,管理人制,梅山鄉圳北村1鄰20之1號,簡碧珍,嘉縣寺登字第0397號,(05)2621046,
梅山鄉,大將宮,大將爺,道,管理人制,梅山鄉梅南村南榮街40之1號,陳良清,嘉縣寺登字第0398號,(05)2621135,
梅山鄉,鎮安宮,福德正神,道,管理人制,梅山鄉梅北村橫山1號,陳良清,嘉縣寺登字第0399號,(05)2621135,
梅山鄉,萬善廟,萬善爺,道,管理人制,梅山鄉梅東村中學路258號附2,鍾志明,嘉縣寺登字第0400號,(05)2621135,
梅山鄉,保元宮,玄天上帝,道,管理人制,梅山鄉過山村開元后22號,林忠良,嘉縣寺登字第0401號,(05)2624508,暫時管理人
梅山鄉,三源福德宮,福德正神,道,管理人制,梅山鄉圳南村5鄰三源路20之1號,林俊謀,嘉縣寺登字第0402號,(05)2626556,暫時管理人
梅山鄉,太原宮,廣澤尊王,道,管理委員會制,梅山鄉圳北村3鄰麻園寮9號,郭永成,嘉縣寺登字第0403號,(05)2622694,
梅山鄉,金山岩,觀音佛祖,佛,管理委員會制,梅山鄉大南村6鄰南勢坑3號,謝長春,嘉縣寺登字第0404號,(05)2620072,
梅山鄉,玉繩宮,玄天上帝,道,管理人制,梅山鄉大南村3鄰大草埔36號,吳秋露,嘉縣寺登字第0405號,(05)2622545,暫時管理人
梅山鄉,正武宮,玄天上帝,道,管理人制,梅山鄉雙溪村3鄰頂雙溪22號,王新賢,嘉縣寺登字第0406號,(05)2620207,
梅山鄉,漳武宮,玄天上帝,道,管理人制,梅山鄉安靖村5鄰梓普寮24號之1,廖偉勝,嘉縣寺登字第0407號,(05)2625461,暫時管理人
梅山鄉,福德祠,福德正神,道,管理人制,梅山鄉安靖村11鄰水井仔17之2號,羅清洲,嘉縣寺登字第0408號,(05)2623454,暫時管理人
梅山鄉,真武宮,玄天上帝,道,管理人制,梅山鄉安靖村詔安寮43號,羅清洲,嘉縣寺登字第0409號,(05)2621761,暫時管理人
梅山鄉,三元宮,三官大帝,道,管理委員會制,梅山鄉太平村4鄰13之1號,張星裕,嘉縣寺登字第0410號,(05)2571049,
梅山鄉,泰興岩,觀音佛祖,佛,管理委員會制,梅山鄉太興村4鄰4號,林朝祥,嘉縣寺登字第0411號,(05)2571428,
梅山鄉,龍興宮,玄天上帝,道,管理委員會制,梅山鄉龍眼村9鄰3之1號,李國道,嘉縣寺登字第0412號,(05)2571133,
梅山鄉,慧山岩,觀音佛祖,佛,管理人制,梅山鄉碧湖村堀尺嶺9之1號,陳長平,嘉縣寺登字第0413號,(05)2570115,
梅山鄉,永興宮,福德正神,道,管理人制,梅山鄉瑞峰村5鄰生毛樹25之1號,簡文忠,嘉縣寺登字第0415號,(05)2501597,暫時管理人
梅山鄉,源興宮,池王爺,道,管理人制,梅山鄉瑞里村5鄰幼葉林62號,陳代勤,嘉縣寺登字第0416號,(05)2501279,暫時管理人
梅山鄉,鎮安宮,福德正神,道,管理人制,梅山鄉太和村6鄰全仔社7之1號旁,陳久義,嘉縣寺登字第0417號,(05)2661066,暫時管理人
梅山鄉,振興宮,福德正神,道,管理委員會制,梅山鄉太和村8鄰公田7之之3號旁,葉春成,嘉縣寺登字第0418號,(05)2661833,
梅山鄉,吳鳳廟,吳鳳公,道,管理人制,梅山鄉太和村5鄰社後坪12號,王憲正,嘉縣寺登字第0419號,(05)2661277,
梅山鄉,濟興宮,保生大帝,道,管理人制,梅山鄉梅北村3美庄22號,何武霖,嘉縣寺登字第0420號,(05)2625093,
梅山鄉,慈惠堂,瑤池金母,道,管理人制,梅山鄉安靖村紹安寮32號,官春生,嘉縣寺登字第0421號,(05)2622726,
梅山鄉,財團法人臺灣省嘉義縣梅山玉虛宮,北極玄天上帝,道,財團法人制,梅山鄉梅東村中山路72號,陳良清,嘉縣寺登字第0422號,(05)2621135,
梅山鄉,龍興宮,太子爺,道,管理委員會制,梅山鄉梅東村23鄰東興街137號,劉榮通,嘉縣寺登補字第0013號,(05)2621435,
梅山鄉,水尾玉武宮,玄天上帝,道,管理委員會制,梅山鄉大南村5鄰水尾22號,侯來,嘉縣寺登補字第0121號,(05)2621379,
梅山鄉,禪雲寺,釋迦牟尼佛,佛,管理人制,梅山鄉碧湖村溪尾寮6號附2,王再得,嘉縣寺登補字第0185號,(05)2571344,
梅山鄉,梅山淨舍,阿彌陀佛,佛,管理人制,梅山鄉過山村1鄰後過山1號之3,張玉卿,嘉縣寺登補字第0186號,(05)2626494,
梅山鄉,嘉義聖靈山修緣湖地母廟,無上虛空地母慈尊,道,管理人制,梅山鄉大南村坑口10鄰1之11號,羅輝男,嘉縣寺登補字第0211號,(05)2622345,暫時管理人
番路鄉,福德祠,福德正神,道,管理人制,番路鄉新福村6鄰大庄14號,許榮儀,嘉縣寺登字第0423號,(05)2591043,
番路鄉,進興宮,太子爺,道,管理人制,番路鄉下坑村7鄰下坑5之1號,李傳宏,嘉縣寺登字第0424號,(05)2591220,
番路鄉,嘉義縣番路鄉半天岩紫雲寺,觀音佛祖,佛,管理委員會制,番路鄉民和村2鄰岩仔6號,劉敬忠,嘉縣寺登字第0426號,(05)2591114,
番路鄉,財團法人臺灣省嘉義縣義德寺,釋迦牟尼佛,佛,財團法人制,番路鄉內甕村凸湖5號,郭月貴,嘉縣寺登字第0427號,(05)2591107,
番路鄉,慈雲寺,如來佛祖,道,管理委員會制,番路鄉觸口村4鄰觸口122號,游景宏,嘉縣寺登字第0429號,(05)2592423,
番路鄉,阿里山寺,釋迦牟尼佛,佛,管理人制,番路鄉公田村2鄰龍頭15之5號,蘇玉蘭,嘉縣寺登字第0461號,(05)2586949,
番路鄉,九龍山福正善堂,道德天尊,道,管理委員會制,番路鄉江西村5鄰頂角仔31之1號,紀華松,嘉縣寺登補字第0003號,(05)2591337,
番路鄉,福安宮,太子爺,道,管理委員會制,番路鄉內甕12鄰竹山(內甕段634之12地號),黃禎瑞,嘉縣寺登補字第0004號,(05)2591193,
番路鄉,正德寺,觀音菩薩,道,管理委員會制,番路鄉江西村5鄰頂角仔20之1號,廖新欣,嘉縣寺登補字第0005號,(05)2591598,
番路鄉,太子宮,太子元帥尊,道,管理人制,番路鄉江西村7鄰頂宅仔(內甕段227之1地號),柯長標,嘉縣寺登補字第0006號,(05)2763877,
番路鄉,萬善公祠,萬善公,道,管理人制,番路鄉下坑村1鄰蔡公店1之1號,張文烈,嘉縣寺登補字第0065號,(05)2591701,
番路鄉,聖玄宮,北極玄天上帝,道,管理人制,番路鄉下坑村菜公店121號,張明達,嘉縣寺登補字第0123號,(05)2592433,
番路鄉,龍隱寺,濟公禪師,道,管理委員會制,番路鄉觸口村14鄰1號,陳春中,嘉縣寺登補字第0147號,(05)2591322,
番路鄉,無極懿旨天元宮,元始天王,道,管理委員會制,番路鄉公田村5鄰隙頂79號,洪素卿,嘉縣寺登補字第0159號,(05)2586163,
番路鄉,妙法藏菩提寺,千手千眼觀世音菩薩,佛,管理人制,番路鄉番路村溪底1之1號,陳景林,嘉縣寺登補字第0166號,(05)2590492,
番路鄉,客?義興宮,土地公婆,道,管理委員會制,番路鄉民和村客庄8鄰(番路段223之3號),蔡宏武,嘉縣寺登補字第0179號,,
番路鄉,玉天門鎮天宮,五府千歲,道,管理委員會制,番路鄉下坑村7鄰下坑8號,李萬生,嘉縣寺登補字第0201號,(05)2591229,
番路鄉,三寶門保安府,廣澤尊王,道,管理委員會制,番路鄉下坑村10鄰坑仔內16號附2,王豊榮,嘉縣寺登補字第0216號,(05)2590533,
番路鄉,諦觀精舍,西方三聖,佛,管理人制,番路鄉公興村龍美9之2號,江千慧(心慧),嘉縣寺登補字第0227號,(05)2586873,
番路鄉,福安宮,福德正神,道,管理委員會制,番路鄉公田段40之19地號,林朝新,嘉縣寺登補字第0232號,(05)2396282,
番路鄉,朝天南安宮,黎山老母,道,管理人制,番路鄉轆子腳段轆子腳小段84之4地號,楊英,嘉縣寺登補字第0259號,(05)2364633,
大埔鄉,曾文寺七寶塔,地藏王,佛,管理人制,大埔鄉大埔村4鄰55號,林威宏,嘉縣寺登字第0430號,(05)2521373,
大埔鄉,北極殿,玄天上帝,道,管理委員會制,大埔鄉大埔村5鄰137號,王國波,嘉縣寺登字第0431號　　　　　,(05)2521870,
大埔鄉,玄明宮,玄天上帝,道,管理委員會制,大埔鄉永樂村2鄰大埔段657、658號,楊添丁,嘉縣寺登補字第0001號,(05)2521157,
大埔鄉,奉龍宮,觀音大士,道,管理人制,大埔鄉茄苳村7鄰坪林12之1號,簡清見,嘉縣寺登補字第0112號,(05)2521412,
大埔鄉,心悟寺,釋迦牟尼佛,佛,管理人制,大埔鄉和平村6鄰雙溪9號,鄭志鵬,嘉縣寺登補字第0171號,(05)2522266,
大埔鄉,達磨禪直指心園,釋迦牟尼佛,佛,執事會制,大埔鄉和平村石硤內3號,釋法真,嘉縣寺登補字第0257號,(07)6622289,
大埔鄉,西佛寺,釋迦牟尼佛,佛,管理人制,大埔鄉西興村草嶺5號之10號,鄭水彰,嘉縣寺登補字第0265號,(05)2521592,
阿里山鄉,受鎮宮,玄天上帝,道,管理員會制,阿里山鄉香林村2鄰45號,黃國欽,嘉縣寺登字第0432號,(05)2679582,
阿里山鄉,古山宮,吳鳳公,道,管理人制,國有阿里山事業區第166號林班地內,劉家吉,嘉縣寺登字第0433號,(05)2661230,
阿里山鄉,慈雲寺,釋迦文佛,佛,管理人制,阿里山鄉香林村2鄰44號,釋照智,嘉縣寺登字第0434號,(05)2679720,
阿里山鄉,谷青岩元亨寺,釋迦牟尼佛,佛,管理人制,阿里山鄉樂野村231號,劉英治,嘉縣寺登補字第0182號,(05)2561486,
